accounter,LoopSpeedArr,UploadSpeedArr,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
183,233,172,19,10.05,1.19,-2.33,0.27,0.03,0.05,36.44,2.0,
184,286,225,0,9.76,0.55,-1.92,-0.79,-0.32,0.21,36.58,3.0,
184,286,225,1,9.82,0.47,-2.07,-0.76,-0.31,0.21,36.58,3.0,
184,286,225,2,9.87,0.39,-2.09,-0.72,-0.29,0.2,36.48,3.0,
184,286,225,3,9.74,0.43,-2.17,-0.69,-0.28,0.2,36.48,3.0,
184,286,225,4,9.77,0.38,-2.23,-0.66,-0.25,0.19,36.58,3.0,
184,286,225,5,9.8,0.3,-2.3,-0.63,-0.23,0.18,36.44,2.0,
184,286,225,6,9.79,0.33,-2.27,-0.61,-0.21,0.17,36.44,2.0,
184,286,225,7,9.76,0.25,-2.41,-0.59,-0.18,0.16,36.53,3.0,
184,286,225,8,9.66,0.22,-2.43,-0.58,-0.16,0.15,36.58,3.0,
184,286,225,9,9.59,0.36,-2.3,-0.56,-0.14,0.14,36.48,3.0,
184,286,225,10,9.76,0.14,-2.46,-0.54,-0.1,0.13,36.48,3.0,
184,286,225,11,9.56,-0.2,-2.43,-0.54,-0.08,0.1,36.48,3.0,
184,286,225,12,9.77,0.18,-2.41,-0.56,-0.05,0.09,36.53,3.0,
184,286,225,13,9.74,0.06,-2.43,-0.58,-0.02,0.08,36.62,3.0,
184,286,225,14,9.72,0.06,-2.35,-0.59,-0.01,0.06,36.48,3.0,
184,286,225,15,9.78,0.04,-2.34,-0.61,0.02,0.05,36.58,3.0,
184,286,225,16,9.69,0.03,-2.25,-0.65,0.03,0.03,36.48,3.0,
184,286,225,17,9.72,-0.03,-2.34,-0.68,0.06,0.01,36.53,3.0,
184,286,225,18,9.62,-0.07,-2.19,-0.72,0.07,-0.01,36.53,3.0,
184,286,225,19,9.56,0.01,-2.22,-0.76,0.08,-0.02,36.53,3.0,
185,236,174,0,9.35,1.0,-0.82,-0.63,-0.24,-0.13,36.44,3.0,
185,236,174,1,9.42,0.85,-0.79,-0.64,-0.25,-0.13,36.48,3.0,
185,236,174,2,9.42,0.72,-0.98,-0.66,-0.25,-0.14,36.48,3.0,
185,236,174,3,9.46,0.65,-1.04,-0.68,-0.24,-0.16,36.62,3.0,
185,236,174,4,9.54,0.75,-1.09,-0.71,-0.23,-0.17,36.44,3.0,
185,236,174,5,9.66,1.0,-0.91,-0.73,-0.23,-0.18,36.53,3.0,
185,236,174,6,9.67,1.08,-0.85,-0.74,-0.24,-0.18,36.58,3.0,
185,236,174,7,9.66,0.95,-0.79,-0.75,-0.24,-0.18,36.48,3.0,
185,236,174,8,9.68,0.85,-0.7,-0.75,-0.24,-0.18,36.44,3.0,
185,236,174,9,9.7,0.81,-0.91,-0.76,-0.25,-0.18,36.44,3.0,
185,236,174,10,9.61,0.68,-0.96,-0.76,-0.24,-0.21,36.48,3.0,
185,236,174,11,9.58,0.48,-1.24,-0.77,-0.23,-0.24,36.48,3.0,
185,236,174,12,9.55,0.33,-1.32,-0.79,-0.2,-0.28,36.48,3.0,
185,236,174,13,9.5,0.47,-1.53,-0.81,-0.16,-0.32,36.58,3.0,
185,236,174,14,9.6,0.56,-1.72,-0.85,-0.11,-0.35,36.48,3.0,
185,236,174,15,9.66,0.75,-1.62,-0.89,-0.06,-0.37,36.53,3.0,
185,236,174,16,9.63,0.9,-1.71,-0.93,-0.01,-0.39,36.62,3.0,
185,236,174,17,9.69,1.0,-1.63,-0.97,0.04,-0.4,36.53,3.0,
185,236,174,18,9.69,1.11,-1.5,-1.01,0.08,-0.4,36.48,3.0,
185,236,174,19,9.75,1.16,-1.27,-1.04,0.12,-0.4,36.48,3.0,
186,216,155,0,10.79,1.08,-4.18,0.15,2.5,-0.11,36.53,3.0,
186,216,155,1,10.76,1.16,-3.96,0.17,2.53,-0.11,36.53,3.0,
186,216,155,2,10.88,1.36,-3.64,0.19,2.54,-0.1,36.53,3.0,
186,216,155,3,10.86,1.49,-3.38,0.22,2.56,-0.08,36.58,3.0,
186,216,155,4,10.89,1.59,-3.09,0.26,2.56,-0.07,36.48,3.0,
186,216,155,5,10.92,1.73,-2.86,0.3,2.55,-0.04,36.48,3.0,
186,216,155,6,10.93,1.76,-2.54,0.35,2.54,-0.01,36.58,3.0,
186,216,155,7,10.99,1.93,-2.35,0.4,2.52,0.02,36.53,3.0,
186,216,155,8,11.0,1.99,-2.13,0.46,2.49,0.05,36.44,3.0,
186,216,155,9,10.92,2.11,-1.9,0.52,2.45,0.09,36.53,3.0,
186,216,155,10,10.92,2.11,-1.61,0.59,2.41,0.13,36.44,3.0,
186,216,155,11,10.93,2.08,-1.43,0.65,2.36,0.17,36.48,3.0,
186,216,155,12,10.89,2.15,-1.24,0.72,2.31,0.21,36.48,3.0,
186,216,155,13,10.78,2.17,-1.13,0.78,2.25,0.26,36.48,3.0,
186,216,155,14,10.65,2.11,-1.04,0.85,2.19,0.3,36.48,3.0,
186,216,155,15,10.55,2.06,-0.91,0.91,2.12,0.34,36.53,3.0,
186,216,155,16,10.53,2.0,-0.75,0.98,2.06,0.37,36.48,3.0,
186,216,155,17,10.43,2.0,-0.64,1.04,1.98,0.41,36.48,2.0,
186,216,155,18,10.38,1.87,-0.55,1.1,1.91,0.44,36.48,2.0,
186,216,155,19,10.26,1.76,-0.52,1.16,1.83,0.47,36.58,3.0,
187,1595,1534,0,8.28,1.41,-0.63,2.1,0.62,0.25,36.58,3.0,
187,1595,1534,1,8.31,1.52,-0.59,2.12,0.57,0.27,36.48,3.0,
187,1595,1534,2,8.43,1.46,-0.62,2.15,0.51,0.3,36.48,3.0,
187,1595,1534,3,8.46,1.46,-0.5,2.19,0.45,0.33,36.48,3.0,
187,1595,1534,4,8.55,1.46,-0.45,2.21,0.39,0.36,36.53,3.0,
187,1595,1534,5,8.6,1.58,-0.39,2.25,0.33,0.39,36.53,3.0,
187,1595,1534,6,8.66,1.53,-0.4,2.28,0.27,0.42,36.48,3.0,
187,1595,1534,7,8.69,1.59,-0.36,2.32,0.2,0.46,36.58,3.0,
187,1595,1534,8,8.73,1.63,-0.41,2.35,0.14,0.49,36.48,3.0,
187,1595,1534,9,8.84,1.64,-0.4,2.38,0.08,0.53,36.44,3.0,
187,1595,1534,10,8.89,1.64,-0.46,2.42,0.01,0.56,36.62,3.0,
187,1595,1534,11,8.84,1.7,-0.25,2.46,-0.05,0.6,36.44,3.0,
187,1595,1534,12,8.89,1.67,-0.42,2.5,-0.12,0.64,36.53,3.0,
187,1595,1534,13,8.8,1.68,-0.26,2.53,-0.18,0.68,36.48,3.0,
187,1595,1534,14,8.85,1.67,-0.26,2.58,-0.25,0.72,36.58,3.0,
187,1595,1534,15,8.85,1.68,-0.15,2.62,-0.32,0.76,36.48,3.0,
187,1595,1534,16,8.84,1.67,-0.2,2.65,-0.39,0.8,36.48,3.0,
187,1595,1534,17,8.82,1.58,-0.1,2.69,-0.46,0.84,36.53,3.0,
187,1595,1534,18,8.79,1.64,-0.11,2.73,-0.52,0.88,36.53,3.0,
187,1595,1534,19,8.81,1.58,-0.11,2.77,-0.6,0.92,36.53,3.0,
188,216,153,0,0.83,4.11,7.34,-1.47,-0.13,-0.01,36.44,3.0,
188,216,153,1,0.97,4.23,7.69,-1.45,-0.12,-0.03,36.39,3.0,
188,216,153,2,1.09,4.4,7.95,-1.43,-0.15,-0.04,36.58,3.0,
188,216,153,3,1.0,4.57,8.86,-1.4,-0.18,-0.06,36.48,3.0,
188,216,153,4,1.27,5.05,9.06,-1.38,-0.23,-0.06,36.48,3.0,
188,216,153,5,1.39,5.2,8.48,-1.39,-0.24,-0.05,36.44,3.0,
188,216,153,6,1.2,4.77,8.96,-1.35,-0.3,-0.05,36.53,3.0,
188,216,153,7,0.94,4.81,9.0,-1.29,-0.33,-0.05,36.44,3.0,
188,216,153,8,0.96,4.66,8.92,-1.19,-0.35,-0.08,36.53,3.0,
188,216,153,9,0.91,4.46,8.98,-1.07,-0.37,-0.09,36.53,3.0,
188,216,153,10,0.98,4.25,8.53,-0.93,-0.37,-0.09,36.48,3.0,
188,216,153,11,0.81,4.19,8.28,-0.79,-0.36,-0.1,36.58,3.0,
188,216,153,12,0.84,4.01,8.06,-0.65,-0.32,-0.09,36.48,3.0,
188,216,153,13,0.84,3.66,8.08,-0.47,-0.27,-0.1,36.39,2.0,
188,216,153,14,0.85,3.51,7.73,-0.31,-0.23,-0.1,36.53,2.0,
188,216,153,15,0.86,3.33,7.69,-0.15,-0.16,-0.1,36.44,3.0,
188,216,153,16,0.99,3.24,7.69,-0.0,-0.09,-0.11,36.44,3.0,
188,216,153,17,0.98,3.37,8.02,0.11,-0.02,-0.1,36.44,3.0,
188,216,153,18,1.1,3.69,8.55,0.18,0.02,-0.09,36.48,3.0,
188,216,153,19,1.25,3.6,9.08,0.24,0.07,-0.08,36.48,3.0,
189,237,175,0,1.29,6.24,7.8,0.58,0.11,0.34,36.48,4.0,
189,237,175,1,1.32,6.21,7.69,0.58,0.11,0.35,36.44,3.0,
189,237,175,2,1.17,6.05,7.48,0.57,0.11,0.35,36.53,3.0,
189,237,175,3,1.23,6.11,7.27,0.57,0.1,0.34,36.48,2.0,
189,237,175,4,1.21,6.15,7.06,0.55,0.1,0.34,36.48,2.0,
189,237,175,5,1.24,6.12,6.88,0.53,0.1,0.34,36.48,3.0,
189,237,175,6,1.24,6.12,6.85,0.49,0.08,0.32,36.48,3.0,
189,237,175,7,1.33,6.1,6.38,0.45,0.13,0.33,36.53,3.0,
189,237,175,8,1.3,6.2,6.46,0.41,0.12,0.33,36.44,3.0,
189,237,175,9,1.18,6.04,6.25,0.35,0.14,0.33,36.44,3.0,
189,237,175,10,1.22,6.18,6.36,0.3,0.14,0.34,36.48,3.0,
189,237,175,11,1.23,6.36,6.14,0.24,0.15,0.35,36.48,3.0,
189,237,175,12,1.17,6.26,6.04,0.17,0.16,0.36,36.48,3.0,
189,237,175,13,1.12,6.05,6.19,0.09,0.16,0.36,36.53,3.0,
189,237,175,14,1.06,6.08,6.1,-0.01,0.16,0.36,36.53,3.0,
189,237,175,15,1.02,6.31,5.93,-0.09,0.16,0.37,36.53,3.0,
189,237,175,16,1.08,5.77,5.92,-0.21,0.16,0.36,36.48,3.0,
189,237,175,17,1.04,6.03,5.92,-0.33,0.16,0.35,36.48,3.0,
189,237,175,18,1.02,5.77,6.24,-0.43,0.14,0.33,36.48,3.0,
189,237,175,19,1.04,5.61,6.3,-0.55,0.14,0.32,36.48,3.0,
190,231,169,0,1.47,4.41,7.62,0.3,0.06,-0.08,36.48,3.0,
190,231,169,1,1.58,4.74,7.14,0.24,0.08,-0.09,36.53,3.0,
190,231,169,2,1.57,4.95,7.41,0.2,0.08,-0.1,36.44,3.0,
190,231,169,3,1.64,5.06,7.69,0.14,0.06,-0.1,36.44,3.0,
190,231,169,4,1.61,5.09,7.29,0.1,0.05,-0.11,36.48,3.0,
190,231,169,5,1.56,5.15,7.33,0.02,0.03,-0.12,36.39,3.0,
190,231,169,6,1.68,5.25,7.55,-0.06,0.02,-0.12,36.48,3.0,
190,231,169,7,1.64,5.04,7.44,-0.13,0.0,-0.13,36.48,3.0,
190,231,169,8,1.73,5.53,6.91,-0.26,-0.01,-0.14,36.44,3.0,
190,231,169,9,1.64,5.41,7.46,-0.34,-0.04,-0.14,36.53,3.0,
190,231,169,10,1.62,5.45,6.55,-0.51,-0.06,-0.16,36.44,3.0,
190,231,169,11,1.62,5.92,5.86,-0.71,-0.05,-0.17,36.53,3.0,
190,231,169,12,1.49,5.84,6.24,-0.89,-0.07,-0.17,36.44,3.0,
190,231,169,13,1.38,5.86,5.67,-1.11,-0.07,-0.18,36.48,3.0,
190,231,169,14,1.28,5.65,5.84,-1.31,-0.07,-0.17,36.48,3.0,
190,231,169,15,1.25,5.49,5.71,-1.49,-0.09,-0.17,36.48,3.0,
190,231,169,16,1.26,5.34,5.64,-1.67,-0.1,-0.15,36.48,3.0,
190,231,169,17,1.04,5.38,6.1,-1.86,-0.11,-0.15,36.48,3.0,
190,231,169,18,1.08,5.2,5.36,-2.05,-0.11,-0.14,36.53,3.0,
190,231,169,19,1.08,5.12,4.94,-2.24,-0.1,-0.14,36.44,3.0,
191,229,168,0,0.62,-1.99,9.32,-0.12,-0.14,0.01,36.48,3.0,
191,229,168,1,0.76,-2.05,9.24,-0.07,-0.16,0.02,36.39,3.0,
191,229,168,2,0.79,-2.1,8.95,-0.01,-0.17,0.03,36.48,3.0,
191,229,168,3,0.91,-2.15,8.94,0.04,-0.17,0.04,36.48,3.0,
191,229,168,4,1.07,-2.09,8.97,0.08,-0.16,0.03,36.48,3.0,
191,229,168,5,1.09,-2.02,8.88,0.1,-0.15,0.03,36.53,3.0,
191,229,168,6,1.1,-1.8,8.81,0.1,-0.12,0.02,36.44,3.0,
191,229,168,7,1.13,-1.63,8.92,0.1,-0.09,0.02,36.53,2.0,
191,229,168,8,1.09,-1.55,8.84,0.08,-0.06,0.02,36.48,2.0,
191,229,168,9,1.03,-1.47,8.95,0.06,-0.03,0.02,36.48,3.0,
191,229,168,10,1.03,-1.38,9.07,0.03,-0.01,0.02,36.53,3.0,
191,229,168,11,1.01,-1.25,9.11,-0.01,0.01,0.01,36.53,3.0,
191,229,168,12,0.92,-1.22,9.2,-0.04,0.03,0.01,36.53,3.0,
191,229,168,13,0.82,-1.2,9.24,-0.08,0.04,0.01,36.48,3.0,
191,229,168,14,0.87,-1.19,9.33,-0.11,0.04,0.01,36.48,3.0,
191,229,168,15,0.79,-1.21,9.38,-0.13,0.04,0.01,36.48,3.0,
191,229,168,16,0.85,-1.35,9.41,-0.15,0.04,0.02,36.44,3.0,
191,229,168,17,0.78,-1.36,9.33,-0.17,0.04,0.02,36.39,3.0,
191,229,168,18,0.81,-1.36,9.39,-0.17,0.03,0.02,36.58,3.0,
191,229,168,19,0.85,-1.44,9.21,-0.17,0.03,0.03,36.48,3.0,
192,235,173,0,0.87,-1.55,9.43,-0.07,-0.04,-0.06,36.53,3.0,
192,235,173,1,0.82,-1.52,9.33,-0.07,-0.05,-0.06,36.48,3.0,
192,235,173,2,0.89,-1.55,9.21,-0.08,-0.05,-0.06,36.58,3.0,
192,235,173,3,0.81,-1.64,9.31,-0.08,-0.05,-0.06,36.48,3.0,
192,235,173,4,0.83,-1.61,9.19,-0.09,-0.04,-0.07,36.44,3.0,
192,235,173,5,0.91,-1.62,9.14,-0.1,-0.03,-0.07,36.44,3.0,
192,235,173,6,0.86,-1.63,9.31,-0.1,-0.03,-0.08,36.48,3.0,
192,235,173,7,1.01,-1.52,9.13,-0.12,-0.02,-0.08,36.48,3.0,
192,235,173,8,1.0,-1.51,9.18,-0.12,-0.01,-0.08,36.48,3.0,
192,235,173,9,1.04,-1.47,9.05,-0.12,-0.01,-0.07,36.48,2.0,
192,235,173,10,1.06,-1.42,9.27,-0.12,-0.0,-0.07,36.53,2.0,
192,235,173,11,1.17,-1.45,9.27,-0.13,0.0,-0.06,36.53,3.0,
192,235,173,12,1.17,-1.41,9.36,-0.13,-0.0,-0.05,36.44,3.0,
192,235,173,13,1.23,-1.45,9.37,-0.13,-0.01,-0.04,36.58,3.0,
192,235,173,14,1.19,-1.37,9.17,-0.14,0.0,-0.02,36.48,3.0,
192,235,173,15,1.16,-1.51,9.42,-0.15,0.0,-0.01,36.48,3.0,
192,235,173,16,1.29,-1.61,9.22,-0.15,0.02,-0.0,36.44,3.0,
192,235,173,17,1.3,-1.53,9.12,-0.14,0.01,0.0,36.53,3.0,
192,235,173,18,1.27,-1.54,9.08,-0.15,0.02,0.01,36.53,3.0,
192,235,173,19,1.11,-1.67,9.0,-0.14,0.03,0.02,36.58,3.0,
193,211,150,0,0.93,-1.62,9.41,-0.18,0.12,-0.01,36.48,3.0,
193,211,150,1,0.86,-1.59,9.49,-0.17,0.12,-0.01,36.44,3.0,
193,211,150,2,0.85,-1.83,9.47,-0.16,0.11,-0.01,36.62,3.0,
193,211,150,3,0.74,-1.67,9.47,-0.16,0.1,0.0,36.58,3.0,
193,211,150,4,0.88,-1.94,9.37,-0.14,0.1,0.0,36.39,3.0,
193,211,150,5,0.78,-1.97,9.54,-0.13,0.08,-0.0,36.48,3.0,
193,211,150,6,0.78,-2.04,9.6,-0.11,0.07,-0.0,36.53,3.0,
193,211,150,7,0.73,-2.05,9.45,-0.08,0.07,-0.0,36.53,3.0,
193,211,150,8,0.83,-2.1,9.53,-0.05,0.05,0.0,36.53,3.0,
193,211,150,9,0.77,-2.2,9.62,-0.03,0.04,-0.0,36.48,3.0,
193,211,150,10,0.98,-1.97,9.49,-0.02,0.04,-0.01,36.48,3.0,
193,211,150,11,0.98,-1.78,9.5,-0.01,0.03,-0.0,36.58,3.0,
193,211,150,12,1.04,-1.64,9.21,-0.03,0.04,-0.01,36.48,3.0,
193,211,150,13,1.01,-1.73,9.19,-0.04,0.04,-0.01,36.53,3.0,
193,211,150,14,0.9,-1.49,9.22,-0.08,0.05,-0.02,36.53,3.0,
193,211,150,15,1.03,-1.31,8.95,-0.1,0.06,-0.01,36.53,3.0,
193,211,150,16,1.02,-1.44,9.09,-0.13,0.07,-0.01,36.44,3.0,
193,211,150,17,1.11,-1.32,8.99,-0.15,0.08,-0.01,36.58,3.0,
193,211,150,18,1.07,-1.31,9.05,-0.18,0.1,-0.01,36.48,3.0,
193,211,150,19,1.0,-1.43,9.17,-0.2,0.1,-0.01,36.48,3.0,
194,219,158,0,0.47,-2.67,9.39,-0.21,-0.1,0.03,36.44,4.0,
194,219,158,1,0.43,-2.61,9.53,-0.25,-0.1,0.0,36.58,3.0,
194,219,158,2,0.41,-2.71,9.59,-0.3,-0.11,-0.02,36.48,3.0,
194,219,158,3,0.42,-1.55,9.54,-0.33,-0.11,-0.01,36.48,2.0,
194,219,158,4,0.36,-2.34,9.68,-0.34,-0.12,-0.03,36.44,2.0,
194,219,158,5,0.34,-1.39,9.8,-0.35,-0.12,-0.04,36.44,3.0,
194,219,158,6,0.36,-1.75,9.81,-0.37,-0.15,-0.05,36.53,3.0,
194,219,158,7,0.18,-2.0,10.02,-0.4,-0.17,-0.05,36.48,3.0,
194,219,158,8,0.24,-2.21,9.96,-0.43,-0.19,-0.07,36.48,3.0,
194,219,158,9,0.4,-2.13,9.83,-0.45,-0.21,-0.06,36.58,3.0,
194,219,158,10,0.63,-2.33,9.53,-0.46,-0.23,-0.07,36.53,3.0,
194,219,158,11,0.72,-2.63,9.41,-0.45,-0.25,-0.07,36.53,3.0,
194,219,158,12,0.7,-2.75,9.27,-0.45,-0.27,-0.08,36.48,3.0,
194,219,158,13,0.8,-2.71,9.56,-0.46,-0.28,-0.08,36.48,3.0,
194,219,158,14,0.66,-2.92,9.4,-0.45,-0.3,-0.1,36.39,3.0,
194,219,158,15,0.84,-2.71,9.32,-0.45,-0.31,-0.1,36.44,3.0,
194,219,158,16,0.67,-2.93,9.29,-0.43,-0.32,-0.11,36.44,3.0,
194,219,158,17,0.74,-2.75,9.33,-0.45,-0.31,-0.12,36.53,3.0,
194,219,158,18,0.78,-2.74,9.48,-0.46,-0.33,-0.13,36.48,3.0,
194,219,158,19,0.71,-3.07,9.46,-0.48,-0.34,-0.16,36.48,3.0,
