accounter,LoopSpeedArr,UploadSpeedArr,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
374,245,182,11,10.41,0.17,-0.46,-0.31,0.2,-0.24,36.06,3.0,
374,245,182,12,10.35,0.27,-0.4,-0.27,0.21,-0.22,35.97,3.0,
374,245,182,13,10.38,0.24,-0.44,-0.25,0.22,-0.2,36.06,3.0,
374,245,182,14,10.34,0.31,-0.24,-0.21,0.22,-0.18,36.01,3.0,
374,245,182,15,10.37,0.23,-0.11,-0.17,0.21,-0.16,36.01,3.0,
374,245,182,16,10.34,0.19,-0.12,-0.14,0.21,-0.15,36.11,3.0,
374,245,182,17,10.34,0.05,0.03,-0.1,0.2,-0.14,35.92,3.0,
374,245,182,18,10.37,-0.01,-0.02,-0.07,0.2,-0.14,36.01,3.0,
374,245,182,19,10.26,-0.05,0.09,-0.03,0.19,-0.13,36.01,3.0,
375,246,184,0,10.93,1.29,-3.26,-2.11,-0.01,-0.13,36.11,3.0,
375,246,184,1,10.87,1.42,-3.24,-2.09,0.03,-0.09,35.97,3.0,
375,246,184,2,10.79,1.53,-3.22,-2.05,0.06,-0.05,35.97,3.0,
375,246,184,3,10.79,1.67,-3.05,-2.01,0.09,-0.01,35.97,3.0,
375,246,184,4,10.73,1.71,-3.07,-1.96,0.12,0.04,35.92,3.0,
375,246,184,5,10.64,1.65,-3.08,-1.91,0.15,0.08,36.01,3.0,
375,246,184,6,10.61,1.67,-3.03,-1.85,0.18,0.13,36.01,3.0,
375,246,184,7,10.63,1.68,-3.02,-1.79,0.2,0.18,36.11,3.0,
375,246,184,8,10.58,1.64,-3.0,-1.73,0.23,0.22,36.06,3.0,
375,246,184,9,10.58,1.64,-2.94,-1.66,0.25,0.26,35.97,3.0,
375,246,184,10,10.63,1.65,-2.91,-1.59,0.27,0.3,36.06,3.0,
375,246,184,11,10.59,1.61,-2.92,-1.52,0.3,0.35,36.06,3.0,
375,246,184,12,10.55,1.56,-2.81,-1.45,0.32,0.39,36.06,3.0,
375,246,184,13,10.51,1.43,-2.83,-1.38,0.33,0.43,35.97,3.0,
375,246,184,14,10.45,1.39,-2.69,-1.32,0.35,0.45,36.01,3.0,
375,246,184,15,10.4,1.29,-2.56,-1.26,0.36,0.48,35.92,3.0,
375,246,184,16,10.39,1.17,-2.6,-1.21,0.37,0.5,36.01,3.0,
375,246,184,17,10.31,1.04,-2.48,-1.15,0.37,0.51,36.11,3.0,
375,246,184,18,10.18,0.91,-2.36,-1.1,0.38,0.51,36.01,3.0,
375,246,184,19,10.11,0.83,-2.39,-1.06,0.38,0.51,36.11,3.0,
376,245,183,0,9.6,4.2,0.06,2.13,0.95,-0.22,36.06,3.0,
376,245,183,1,9.51,4.19,0.34,2.04,0.95,-0.16,36.01,3.0,
376,245,183,2,9.39,4.1,0.72,1.97,0.93,-0.1,36.01,3.0,
376,245,183,3,9.2,3.88,0.75,1.9,0.91,-0.04,36.01,3.0,
376,245,183,4,9.21,3.71,1.02,1.84,0.86,0.01,35.97,3.0,
376,245,183,5,9.04,3.55,1.23,1.78,0.82,0.05,36.06,3.0,
376,245,183,6,9.03,3.39,1.23,1.73,0.76,0.09,36.01,3.0,
376,245,183,7,8.95,3.14,1.43,1.68,0.7,0.12,36.01,3.0,
376,245,183,8,8.9,2.93,1.45,1.62,0.63,0.16,36.01,3.0,
376,245,183,9,8.83,2.64,1.38,1.56,0.55,0.17,36.11,3.0,
376,245,183,10,8.78,2.33,1.32,1.5,0.48,0.18,36.01,3.0,
376,245,183,11,8.86,2.02,1.18,1.43,0.4,0.18,36.01,3.0,
376,245,183,12,8.83,1.81,1.02,1.35,0.33,0.18,36.06,3.0,
376,245,183,13,8.85,1.68,0.85,1.28,0.26,0.17,35.97,3.0,
376,245,183,14,8.88,1.61,0.65,1.2,0.21,0.16,35.97,3.0,
376,245,183,15,8.89,1.46,0.36,1.13,0.14,0.15,36.06,3.0,
376,245,183,16,8.91,1.18,0.12,1.07,0.1,0.13,36.06,3.0,
376,245,183,17,9.04,1.08,-0.28,1.0,0.06,0.11,36.01,3.0,
376,245,183,18,9.04,1.12,-0.4,0.94,0.02,0.09,35.82,3.0,
376,245,183,19,9.11,0.93,-0.59,0.88,-0.01,0.07,36.01,3.0,
377,233,172,0,12.66,0.27,-4.15,-0.65,0.44,0.52,35.92,4.0,
377,233,172,1,12.78,0.17,-4.2,-0.57,0.51,0.51,36.01,3.0,
377,233,172,2,12.78,0.19,-4.28,-0.49,0.58,0.5,36.01,3.0,
377,233,172,3,12.83,0.21,-4.35,-0.43,0.65,0.5,36.01,3.0,
377,233,172,4,12.8,0.1,-4.27,-0.37,0.72,0.48,36.01,2.0,
377,233,172,5,12.77,-0.09,-4.14,-0.33,0.78,0.46,36.01,2.0,
377,233,172,6,12.62,-0.31,-4.17,-0.31,0.83,0.42,36.01,2.0,
377,233,172,7,12.45,-0.42,-3.92,-0.31,0.87,0.38,35.97,3.0,
377,233,172,8,12.32,-0.59,-3.81,-0.32,0.92,0.32,35.97,3.0,
377,233,172,9,12.07,-0.64,-3.61,-0.34,0.95,0.27,36.06,3.0,
377,233,172,10,11.84,-0.74,-3.35,-0.37,0.97,0.21,35.97,3.0,
377,233,172,11,11.68,-0.8,-3.31,-0.41,0.99,0.14,36.01,3.0,
377,233,172,12,11.39,-0.81,-3.03,-0.45,1.0,0.07,36.01,3.0,
377,233,172,13,11.07,-0.74,-2.9,-0.51,1.01,0.0,36.01,3.0,
377,233,172,14,10.77,-0.69,-2.63,-0.56,1.0,-0.06,36.01,3.0,
377,233,172,15,10.34,-0.79,-2.51,-0.61,1.0,-0.12,35.97,3.0,
377,233,172,16,10.19,-0.66,-2.46,-0.67,1.0,-0.18,36.06,3.0,
377,233,172,17,9.81,-0.69,-2.34,-0.72,0.99,-0.25,35.97,3.0,
377,233,172,18,9.58,-0.55,-2.32,-0.78,0.98,-0.3,35.97,3.0,
377,233,172,19,9.42,-0.41,-2.23,-0.83,0.98,-0.34,36.01,3.0,
378,220,158,0,7.45,-1.23,-0.2,-2.05,-0.39,-0.81,35.97,3.0,
378,220,158,1,7.35,-1.17,-0.59,-1.98,-0.39,-0.81,36.01,3.0,
378,220,158,2,7.34,-0.98,-0.59,-1.9,-0.39,-0.81,36.01,3.0,
378,220,158,3,7.15,-0.85,-0.74,-1.82,-0.39,-0.81,35.97,3.0,
378,220,158,4,7.14,-0.78,-0.91,-1.73,-0.38,-0.79,35.97,3.0,
378,220,158,5,7.07,-0.54,-1.07,-1.64,-0.36,-0.78,35.97,3.0,
378,220,158,6,6.99,-0.36,-1.27,-1.55,-0.33,-0.75,35.87,3.0,
378,220,158,7,6.84,-0.26,-1.37,-1.45,-0.3,-0.72,35.97,3.0,
378,220,158,8,6.78,-0.22,-1.42,-1.35,-0.27,-0.7,36.01,3.0,
378,220,158,9,6.59,-0.18,-1.54,-1.25,-0.23,-0.66,36.01,3.0,
378,220,158,10,6.42,-0.17,-1.75,-1.15,-0.19,-0.62,36.01,3.0,
378,220,158,11,6.31,-0.09,-1.8,-1.05,-0.14,-0.59,36.01,3.0,
378,220,158,12,6.02,-0.01,-1.95,-0.95,-0.08,-0.54,36.01,3.0,
378,220,158,13,5.88,0.08,-2.18,-0.85,-0.03,-0.5,36.06,3.0,
378,220,158,14,5.69,0.18,-1.82,-0.76,0.02,-0.45,35.97,3.0,
378,220,158,15,5.54,0.06,-1.9,-0.69,0.08,-0.42,36.06,3.0,
378,220,158,16,5.28,0.11,-2.06,-0.62,0.14,-0.38,35.97,3.0,
378,220,158,17,5.02,0.17,-2.11,-0.55,0.18,-0.34,36.06,3.0,
378,220,158,18,4.87,0.12,-2.17,-0.5,0.24,-0.31,36.11,3.0,
378,220,158,19,4.6,0.22,-2.17,-0.46,0.3,-0.28,36.01,3.0,
379,231,170,0,5.9,-3.35,-7.24,2.32,4.37,1.87,36.06,3.0,
379,231,170,1,5.58,-3.98,-6.37,2.2,4.37,1.7,36.06,3.0,
379,231,170,2,5.07,-4.29,-4.59,2.14,4.37,1.48,35.97,3.0,
379,231,170,3,4.58,-5.94,-3.45,2.13,4.37,1.22,35.97,3.0,
379,231,170,4,4.4,-6.44,-3.32,2.15,4.37,0.93,35.87,3.0,
379,231,170,5,4.12,-6.73,-2.38,2.2,4.37,0.61,35.97,3.0,
379,231,170,6,4.03,-7.82,-1.81,2.28,4.37,0.27,36.01,3.0,
379,231,170,7,4.35,-8.35,-1.37,2.38,4.37,-0.13,35.92,3.0,
379,231,170,8,4.48,-8.51,-0.82,2.47,4.37,-0.55,36.01,3.0,
379,231,170,9,4.42,-8.15,-0.17,2.52,4.37,-0.95,36.01,3.0,
379,231,170,10,4.8,-8.53,0.69,2.53,4.37,-1.38,36.11,3.0,
379,231,170,11,5.01,-8.6,1.97,2.51,4.37,-1.83,36.01,3.0,
379,231,170,12,5.43,-8.9,4.19,2.42,4.37,-2.3,36.01,3.0,
379,231,170,13,5.65,-9.28,6.29,2.3,4.37,-2.79,36.06,3.0,
379,231,170,14,6.76,-9.23,9.34,2.1,4.36,-3.38,35.97,3.0,
379,231,170,15,7.03,-7.86,12.34,1.82,3.72,-3.94,36.06,3.0,
379,231,170,16,9.13,-5.68,12.1,1.59,3.09,-4.37,36.06,3.0,
379,231,170,17,10.54,-2.5,12.37,1.41,2.45,-4.37,36.11,3.0,
379,231,170,18,12.83,2.2,10.71,1.23,1.79,-4.37,35.92,3.0,
379,231,170,19,16.67,5.53,8.87,1.04,1.27,-4.26,35.92,3.0,
380,246,185,0,-1.5,-2.59,-1.07,1.62,-0.1,-1.54,36.01,3.0,
380,246,185,1,-1.28,-1.68,-0.91,1.72,-0.14,-1.58,36.06,3.0,
380,246,185,2,-0.98,-2.45,-1.44,1.85,-0.13,-1.63,35.97,3.0,
380,246,185,3,-0.23,-1.61,-2.37,1.89,-0.05,-1.66,35.97,3.0,
380,246,185,4,-0.42,-1.65,-0.65,1.95,-0.08,-1.68,35.97,3.0,
380,246,185,5,-0.37,-1.66,-1.33,2.04,-0.09,-1.71,35.92,3.0,
380,246,185,6,-0.1,-1.79,-0.45,2.1,-0.07,-1.72,35.92,3.0,
380,246,185,7,-0.03,-1.91,-0.44,2.19,-0.1,-1.75,35.97,2.0,
380,246,185,8,-0.09,-1.58,0.34,2.21,-0.11,-1.78,35.97,2.0,
380,246,185,9,-0.17,-1.43,1.05,2.21,-0.13,-1.79,35.97,3.0,
380,246,185,10,-0.52,-1.99,1.56,2.21,-0.22,-1.83,35.92,3.0,
380,246,185,11,-0.46,-3.94,2.01,2.12,-0.28,-1.95,35.92,3.0,
380,246,185,12,-1.18,-5.48,3.94,2.04,-0.43,-2.1,36.01,3.0,
380,246,185,13,-1.9,-5.47,6.24,2.03,-0.6,-2.23,35.92,3.0,
380,246,185,14,-3.36,-7.72,10.7,1.91,-0.86,-2.43,36.01,3.0,
380,246,185,15,-4.5,-10.72,16.29,1.84,-1.26,-2.68,36.06,3.0,
380,246,185,16,-6.04,-13.75,19.61,1.62,-1.73,-3.01,36.06,3.0,
380,246,185,17,-8.38,-14.77,19.61,1.37,-2.46,-3.35,35.97,3.0,
380,246,185,18,-12.64,-8.86,19.61,1.04,-3.39,-3.33,35.97,3.0,
380,246,185,19,-13.02,-4.95,19.61,0.33,-3.94,-3.01,36.01,3.0,
381,221,160,0,6.38,-9.44,6.03,-2.06,0.55,2.43,35.92,3.0,
381,221,160,1,6.37,-10.3,7.35,-1.81,0.5,2.41,36.01,3.0,
381,221,160,2,6.34,-10.1,7.36,-1.57,0.5,2.39,36.01,3.0,
381,221,160,3,5.79,-11.0,7.48,-1.27,0.46,2.38,35.92,3.0,
381,221,160,4,5.68,-11.26,6.79,-0.96,0.43,2.34,36.01,3.0,
381,221,160,5,5.12,-11.79,6.89,-0.66,0.42,2.31,35.97,3.0,
381,221,160,6,4.64,-11.69,6.31,-0.35,0.42,2.28,35.97,3.0,
381,221,160,7,3.83,-11.78,6.57,-0.05,0.41,2.23,35.97,3.0,
381,221,160,8,3.43,-11.63,6.47,0.19,0.43,2.19,35.92,3.0,
381,221,160,9,2.75,-11.49,6.36,0.41,0.44,2.12,36.01,3.0,
381,221,160,10,2.02,-11.32,6.2,0.6,0.47,2.05,36.01,3.0,
381,221,160,11,1.52,-11.02,5.6,0.73,0.54,1.98,35.92,3.0,
381,221,160,12,0.87,-10.85,5.66,0.85,0.58,1.88,36.01,3.0,
381,221,160,13,0.4,-10.63,5.45,0.91,0.67,1.78,36.01,3.0,
381,221,160,14,-0.16,-10.26,5.41,0.94,0.75,1.68,35.92,3.0,
381,221,160,15,-0.85,-10.2,5.51,0.92,0.84,1.56,36.01,3.0,
381,221,160,16,-1.43,-9.9,5.7,0.86,0.92,1.45,36.01,3.0,
381,221,160,17,-2.02,-9.87,6.2,0.78,0.98,1.33,35.87,3.0,
381,221,160,18,-2.56,-9.91,6.73,0.67,1.03,1.19,35.87,3.0,
381,221,160,19,-3.3,-9.81,7.81,0.55,1.04,1.05,35.97,3.0,
382,218,157,0,-1.75,-6.44,8.56,0.1,0.13,0.42,36.01,4.0,
382,218,157,1,-1.65,-6.46,8.56,0.13,0.11,0.41,35.92,3.0,
382,218,157,2,-1.64,-6.35,8.49,0.17,0.1,0.39,35.92,3.0,
382,218,157,3,-1.55,-6.33,8.31,0.19,0.09,0.39,36.01,3.0,
382,218,157,4,-1.53,-6.26,8.17,0.21,0.08,0.37,35.92,2.0,
382,218,157,5,-1.43,-6.28,8.18,0.22,0.06,0.35,35.97,2.0,
382,218,157,6,-1.41,-6.41,7.96,0.22,0.06,0.32,36.06,2.0,
382,218,157,7,-1.41,-6.32,7.86,0.21,0.05,0.29,35.97,3.0,
382,218,157,8,-1.44,-6.29,7.66,0.21,0.05,0.25,35.97,3.0,
382,218,157,9,-1.38,-6.11,7.63,0.21,0.05,0.21,35.92,3.0,
382,218,157,10,-1.42,-6.02,7.54,0.2,0.04,0.18,36.01,3.0,
382,218,157,11,-1.41,-5.97,7.52,0.2,0.04,0.14,36.01,3.0,
382,218,157,12,-1.42,-5.69,7.53,0.21,0.04,0.11,35.92,3.0,
382,218,157,13,-1.43,-5.58,7.58,0.22,0.03,0.09,35.97,3.0,
382,218,157,14,-1.39,-5.35,7.65,0.22,0.02,0.06,35.97,3.0,
382,218,157,15,-1.32,-5.2,7.7,0.23,0.01,0.04,35.97,3.0,
382,218,157,16,-1.34,-4.98,7.66,0.24,0.0,0.02,35.92,3.0,
382,218,157,17,-1.31,-4.87,7.8,0.24,-0.0,0.01,36.01,3.0,
382,218,157,18,-1.38,-4.72,7.69,0.24,-0.01,-0.01,36.01,3.0,
382,218,157,19,-1.33,-4.63,7.73,0.23,-0.01,-0.02,35.92,3.0,
383,231,169,0,-0.38,-5.22,7.74,-0.16,0.12,0.71,35.92,3.0,
383,231,169,1,-0.27,-5.51,7.84,-0.19,0.1,0.72,36.01,3.0,
383,231,169,2,-0.34,-5.31,7.58,-0.21,0.1,0.72,35.92,3.0,
383,231,169,3,-0.28,-6.19,7.75,-0.22,0.1,0.71,35.92,3.0,
383,231,169,4,-0.29,-6.08,7.36,-0.22,0.11,0.7,35.92,3.0,
383,231,169,5,-0.26,-6.31,7.55,-0.21,0.11,0.7,35.92,3.0,
383,231,169,6,-0.14,-6.6,7.52,-0.2,0.1,0.68,35.92,3.0,
383,231,169,7,-0.21,-6.84,7.48,-0.19,0.11,0.65,35.92,3.0,
383,231,169,8,-0.33,-7.0,7.4,-0.18,0.1,0.62,35.97,3.0,
383,231,169,9,-0.3,-7.02,7.4,-0.16,0.1,0.59,35.87,3.0,
383,231,169,10,-0.25,-7.12,7.36,-0.15,0.09,0.56,35.97,3.0,
383,231,169,11,-0.25,-7.25,7.21,-0.15,0.1,0.53,35.97,3.0,
383,231,169,12,-0.36,-7.38,7.16,-0.15,0.1,0.48,35.97,3.0,
383,231,169,13,-0.37,-7.46,7.01,-0.15,0.12,0.44,35.92,3.0,
383,231,169,14,-0.45,-7.51,7.16,-0.15,0.13,0.41,36.01,3.0,
383,231,169,15,-0.54,-7.78,7.21,-0.16,0.13,0.36,36.01,3.0,
383,231,169,16,-0.43,-7.74,7.3,-0.17,0.15,0.32,35.97,3.0,
383,231,169,17,-0.54,-7.82,7.2,-0.17,0.16,0.27,36.06,3.0,
383,231,169,18,-0.66,-7.8,7.34,-0.18,0.16,0.23,35.97,2.0,
383,231,169,19,-0.61,-7.85,7.44,-0.19,0.17,0.18,35.97,2.0,
