accounter,LoopSpeedArr,UploadSpeedArr,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
10825,228,167,5,10.52,1.47,-0.47,0.64,-0.32,-0.22,35.92,3.0,
10825,228,167,6,10.54,1.41,-1.01,0.63,-0.33,-0.22,36.01,3.0,
10825,228,167,7,10.59,1.39,-1.41,0.62,-0.32,-0.21,36.01,2.0,
10825,228,167,8,10.6,1.4,-1.81,0.61,-0.31,-0.21,35.97,2.0,
10825,228,167,9,10.63,1.4,-2.24,0.6,-0.28,-0.21,36.06,3.0,
10825,228,167,10,10.59,1.43,-2.59,0.61,-0.24,-0.22,35.97,3.0,
10825,228,167,11,10.61,1.4,-2.92,0.61,-0.19,-0.21,35.97,3.0,
10825,228,167,12,10.58,1.36,-3.19,0.61,-0.15,-0.21,36.01,3.0,
10825,228,167,13,10.55,1.43,-3.39,0.62,-0.09,-0.2,36.01,3.0,
10825,228,167,14,10.5,1.34,-3.52,0.64,-0.03,-0.19,36.01,3.0,
10825,228,167,15,10.43,1.42,-3.7,0.66,0.04,-0.19,36.01,3.0,
10825,228,167,16,10.33,1.34,-3.76,0.68,0.1,-0.18,35.97,3.0,
10825,228,167,17,10.26,1.35,-3.75,0.7,0.16,-0.18,35.97,3.0,
10825,228,167,18,10.24,1.35,-3.68,0.73,0.22,-0.16,36.01,3.0,
10825,228,167,19,10.12,1.44,-3.57,0.76,0.28,-0.15,36.01,3.0,
10826,226,164,0,10.56,-1.09,-0.46,-0.88,0.07,0.0,35.97,3.0,
10826,226,164,1,10.46,-1.03,-0.55,-0.79,0.08,-0.01,35.92,3.0,
10826,226,164,2,10.45,-0.97,-0.46,-0.71,0.09,-0.02,35.97,3.0,
10826,226,164,3,10.37,-1.01,-0.4,-0.63,0.09,-0.04,35.97,3.0,
10826,226,164,4,10.44,-1.02,-0.44,-0.55,0.09,-0.06,35.87,3.0,
10826,226,164,5,10.32,-1.0,-0.5,-0.47,0.1,-0.08,35.97,3.0,
10826,226,164,6,10.22,-0.89,-0.47,-0.4,0.09,-0.09,35.97,3.0,
10826,226,164,7,10.17,-0.76,-0.5,-0.33,0.09,-0.11,36.01,3.0,
10826,226,164,8,10.09,-0.71,-0.59,-0.25,0.09,-0.12,36.01,3.0,
10826,226,164,9,10.14,-0.7,-0.63,-0.19,0.08,-0.13,35.92,3.0,
10826,226,164,10,9.94,-0.6,-0.61,-0.12,0.07,-0.14,35.92,3.0,
10826,226,164,11,9.91,-0.44,-0.77,-0.06,0.07,-0.14,36.11,3.0,
10826,226,164,12,9.85,-0.36,-0.83,0.01,0.07,-0.15,36.01,3.0,
10826,226,164,13,9.79,-0.25,-0.91,0.07,0.06,-0.15,36.06,3.0,
10826,226,164,14,9.64,-0.03,-1.01,0.13,0.06,-0.14,36.06,3.0,
10826,226,164,15,9.67,-0.02,-1.0,0.19,0.06,-0.14,36.06,3.0,
10826,226,164,16,9.62,-0.04,-1.07,0.24,0.05,-0.13,35.92,3.0,
10826,226,164,17,9.55,0.11,-1.22,0.29,0.06,-0.12,36.01,3.0,
10826,226,164,18,9.63,0.16,-1.27,0.34,0.06,-0.11,35.92,3.0,
10826,226,164,19,9.62,0.24,-1.34,0.39,0.06,-0.11,36.01,3.0,
10827,234,173,0,9.88,1.02,-1.38,0.64,0.16,0.02,36.01,3.0,
10827,234,173,1,9.88,1.01,-1.36,0.66,0.16,0.03,36.01,2.0,
10827,234,173,2,9.86,1.13,-1.24,0.67,0.15,0.04,35.97,2.0,
10827,234,173,3,9.94,1.1,-1.29,0.68,0.14,0.05,35.97,3.0,
10827,234,173,4,9.9,1.13,-1.2,0.69,0.13,0.06,35.92,3.0,
10827,234,173,5,9.9,1.14,-1.15,0.7,0.13,0.08,35.92,3.0,
10827,234,173,6,9.95,1.06,-1.12,0.7,0.12,0.08,36.01,3.0,
10827,234,173,7,9.91,1.12,-1.13,0.7,0.11,0.1,36.01,3.0,
10827,234,173,8,10.0,1.11,-1.17,0.69,0.11,0.11,35.92,3.0,
10827,234,173,9,10.06,1.15,-1.0,0.69,0.1,0.12,35.97,3.0,
10827,234,173,10,10.05,1.22,-1.02,0.68,0.1,0.12,35.97,3.0,
10827,234,173,11,9.99,1.16,-1.04,0.67,0.09,0.13,35.97,3.0,
10827,234,173,12,10.05,1.14,-0.96,0.65,0.08,0.14,36.01,3.0,
10827,234,173,13,10.07,1.14,-1.0,0.63,0.09,0.15,35.92,3.0,
10827,234,173,14,10.14,1.16,-0.93,0.61,0.09,0.15,36.01,3.0,
10827,234,173,15,10.16,1.1,-0.94,0.6,0.1,0.15,36.01,3.0,
10827,234,173,16,10.24,1.09,-0.97,0.58,0.1,0.15,35.97,3.0,
10827,234,173,17,10.25,1.03,-0.78,0.57,0.1,0.14,35.97,3.0,
10827,234,173,18,10.32,1.08,-0.77,0.56,0.1,0.13,36.06,3.0,
10827,234,173,19,10.38,0.99,-0.71,0.55,0.1,0.13,35.97,3.0,
10828,229,167,0,9.62,1.04,-1.8,-1.08,-0.01,-0.41,36.06,4.0,
10828,229,167,1,9.63,1.08,-1.81,-1.11,-0.01,-0.42,35.92,3.0,
10828,229,167,2,9.66,1.14,-1.88,-1.14,-0.01,-0.41,35.92,3.0,
10828,229,167,3,9.66,1.32,-1.82,-1.16,-0.01,-0.41,35.97,3.0,
10828,229,167,4,9.74,1.31,-1.91,-1.18,-0.0,-0.41,35.97,3.0,
10828,229,167,5,9.82,1.3,-1.84,-1.19,-0.0,-0.41,36.06,2.0,
10828,229,167,6,9.79,1.52,-1.72,-1.2,-0.0,-0.4,35.97,2.0,
10828,229,167,7,9.85,1.64,-1.86,-1.2,0.01,-0.38,35.97,2.0,
10828,229,167,8,9.88,1.62,-1.77,-1.2,0.01,-0.36,36.01,3.0,
10828,229,167,9,9.94,1.73,-1.76,-1.19,0.01,-0.34,36.01,3.0,
10828,229,167,10,9.95,1.72,-1.73,-1.18,0.03,-0.33,36.01,3.0,
10828,229,167,11,9.99,1.74,-1.77,-1.17,0.03,-0.31,36.06,3.0,
10828,229,167,12,9.97,1.75,-1.73,-1.16,0.04,-0.3,35.87,3.0,
10828,229,167,13,9.96,1.74,-1.72,-1.14,0.05,-0.28,35.97,3.0,
10828,229,167,14,9.95,1.61,-1.71,-1.13,0.05,-0.27,36.06,3.0,
10828,229,167,15,9.99,1.57,-1.67,-1.12,0.06,-0.26,35.92,3.0,
10828,229,167,16,10.06,1.59,-1.61,-1.11,0.07,-0.26,35.92,3.0,
10828,229,167,17,10.03,1.48,-1.64,-1.1,0.08,-0.25,36.01,3.0,
10828,229,167,18,9.96,1.39,-1.56,-1.09,0.09,-0.25,35.97,3.0,
10828,229,167,19,10.02,1.38,-1.52,-1.08,0.09,-0.25,35.87,3.0,
