accounter,LoopSpeedArr,UploadSpeedArr,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
260,266,204,13,9.13,-1.71,-0.88,-0.07,1.16,-0.47,36.29,3.0,
260,266,204,14,9.15,-2.04,-0.67,0.11,1.13,-0.52,36.25,3.0,
260,266,204,15,9.21,-1.95,-0.66,0.3,1.14,-0.55,36.34,3.0,
260,266,204,16,9.23,-2.15,-0.72,0.5,1.14,-0.58,36.25,3.0,
260,266,204,17,9.17,-1.81,-0.6,0.68,1.12,-0.61,36.25,3.0,
260,266,204,18,9.2,-1.58,-0.69,0.85,1.11,-0.64,36.25,3.0,
260,266,204,19,9.17,-1.41,-0.43,1.01,1.1,-0.66,36.34,3.0,
261,225,163,0,11.65,0.17,-1.73,-1.29,-0.49,0.37,36.29,3.0,
261,225,163,1,11.67,0.21,-1.9,-1.29,-0.47,0.31,36.25,3.0,
261,225,163,2,11.75,0.15,-1.92,-1.31,-0.45,0.25,36.15,3.0,
261,225,163,3,11.79,0.2,-2.02,-1.32,-0.41,0.2,36.34,3.0,
261,225,163,4,11.76,0.12,-2.01,-1.33,-0.39,0.15,36.25,3.0,
261,225,163,5,11.85,0.24,-1.96,-1.35,-0.36,0.1,36.34,3.0,
261,225,163,6,11.94,0.41,-1.75,-1.36,-0.34,0.07,36.2,3.0,
261,225,163,7,11.75,0.45,-1.77,-1.37,-0.32,0.03,36.29,3.0,
261,225,163,8,11.91,0.77,-1.61,-1.38,-0.3,0.01,36.29,3.0,
261,225,163,9,12.03,1.01,-1.55,-1.38,-0.3,-0.01,36.29,3.0,
261,225,163,10,11.68,0.55,-1.5,-1.39,-0.29,-0.03,36.29,3.0,
261,225,163,11,11.75,0.42,-1.43,-1.38,-0.29,-0.04,36.29,3.0,
261,225,163,12,11.71,0.52,-1.08,-1.36,-0.31,-0.04,36.29,3.0,
261,225,163,13,11.59,0.6,-1.01,-1.34,-0.35,-0.05,36.29,3.0,
261,225,163,14,11.54,0.46,-0.86,-1.31,-0.38,-0.05,36.29,3.0,
261,225,163,15,11.37,0.38,-0.88,-1.27,-0.43,-0.05,36.2,3.0,
261,225,163,16,11.37,0.25,-0.84,-1.23,-0.48,-0.06,36.29,3.0,
261,225,163,17,11.36,0.13,-0.91,-1.18,-0.53,-0.06,36.2,3.0,
261,225,163,18,11.43,0.23,-1.11,-1.14,-0.58,-0.06,36.29,3.0,
261,225,163,19,11.31,0.15,-1.17,-1.09,-0.62,-0.06,36.29,3.0,
262,220,158,0,10.96,3.18,-0.18,0.5,1.41,0.49,36.29,3.0,
262,220,158,1,10.71,2.9,-0.04,0.55,1.37,0.48,36.34,3.0,
262,220,158,2,10.65,2.79,-0.13,0.61,1.35,0.45,36.25,3.0,
262,220,158,3,10.6,2.42,-0.1,0.7,1.34,0.41,36.2,3.0,
262,220,158,4,10.41,2.46,-0.21,0.8,1.32,0.36,36.29,3.0,
262,220,158,5,10.31,2.43,-0.38,0.88,1.33,0.3,36.2,3.0,
262,220,158,6,10.09,2.19,-0.4,0.92,1.33,0.22,36.29,3.0,
262,220,158,7,9.8,2.28,-0.42,0.94,1.32,0.14,36.34,3.0,
262,220,158,8,9.69,2.49,-0.41,0.94,1.31,0.08,36.29,3.0,
262,220,158,9,9.42,2.68,-0.54,0.9,1.29,0.03,36.39,3.0,
262,220,158,10,9.4,2.85,-0.56,0.82,1.28,-0.02,36.29,3.0,
262,220,158,11,9.22,3.02,-0.42,0.7,1.26,-0.03,36.29,3.0,
262,220,158,12,9.2,3.13,-0.39,0.57,1.24,-0.05,36.39,3.0,
262,220,158,13,9.07,3.12,-0.52,0.42,1.21,-0.06,36.2,3.0,
262,220,158,14,9.07,3.19,-0.77,0.27,1.21,-0.05,36.2,3.0,
262,220,158,15,9.06,2.87,-1.15,0.13,1.21,-0.06,36.2,3.0,
262,220,158,16,9.08,2.31,-1.21,0.06,1.23,-0.07,36.39,3.0,
262,220,158,17,9.12,2.04,-2.34,-0.11,1.26,-0.11,36.29,3.0,
262,220,158,18,8.72,1.78,-1.88,-0.26,1.32,-0.15,36.29,3.0,
262,220,158,19,8.66,1.98,-2.08,-0.41,1.38,-0.19,36.29,3.0,
263,897,836,0,6.21,2.52,2.77,2.73,3.1,-1.02,36.29,3.0,
263,897,836,1,6.19,3.51,2.37,2.53,3.15,-0.99,36.25,3.0,
263,897,836,2,6.31,5.15,3.2,2.37,3.21,-0.92,36.25,3.0,
263,897,836,3,6.47,6.11,3.04,2.16,3.33,-0.83,36.25,3.0,
263,897,836,4,6.63,3.64,1.18,1.82,3.53,-0.81,36.25,3.0,
263,897,836,5,7.05,3.68,0.41,1.5,3.75,-0.8,36.25,3.0,
263,897,836,6,7.54,5.37,-0.02,1.26,3.94,-0.73,36.29,3.0,
263,897,836,7,8.2,5.73,0.02,0.9,4.23,-0.65,36.29,3.0,
263,897,836,8,8.94,5.59,0.61,0.62,4.37,-0.55,36.29,3.0,
263,897,836,9,9.52,5.85,0.78,0.31,4.37,-0.45,36.29,3.0,
263,897,836,10,9.95,5.78,1.54,-0.0,4.37,-0.34,36.29,3.0,
263,897,836,11,10.93,5.32,1.18,-0.34,4.37,-0.24,36.29,3.0,
263,897,836,12,11.25,5.44,1.56,-0.65,4.37,-0.14,36.25,3.0,
263,897,836,13,11.91,4.96,1.7,-1.0,4.37,-0.05,36.25,3.0,
263,897,836,14,11.83,4.4,2.73,-1.33,4.37,0.02,36.15,3.0,
263,897,836,15,11.78,3.13,3.46,-1.63,4.37,0.06,36.25,3.0,
263,897,836,16,12.09,2.36,3.65,-1.94,4.37,0.07,36.34,3.0,
263,897,836,17,12.63,2.18,3.85,-2.24,4.37,0.09,36.34,3.0,
263,897,836,18,13.16,1.78,4.12,-2.53,4.37,0.1,36.25,3.0,
263,897,836,19,12.84,1.3,4.73,-2.8,4.37,0.11,36.25,3.0,
264,244,182,0,1.12,-0.47,9.36,-0.0,0.0,-0.02,36.34,4.0,
264,244,182,1,1.13,-0.46,9.49,-0.01,0.01,-0.02,36.29,3.0,
264,244,182,2,1.08,-0.45,9.38,-0.01,0.01,-0.02,36.29,3.0,
264,244,182,3,1.13,-0.55,9.41,-0.01,0.01,-0.02,36.29,3.0,
264,244,182,4,1.07,-0.47,9.39,-0.02,0.01,-0.02,36.29,3.0,
264,244,182,5,1.1,-0.46,9.34,-0.02,0.01,-0.02,36.29,3.0,
264,244,182,6,1.12,-0.44,9.36,-0.02,0.01,-0.02,36.2,2.0,
264,244,182,7,1.09,-0.49,9.35,-0.02,0.01,-0.02,36.29,2.0,
264,244,182,8,1.09,-0.45,9.4,-0.02,0.01,-0.02,36.2,2.0,
264,244,182,9,1.11,-0.42,9.39,-0.02,0.01,-0.02,36.29,2.0,
264,244,182,10,1.11,-0.5,9.39,-0.02,0.01,-0.02,36.25,3.0,
264,244,182,11,1.12,-0.48,9.27,-0.02,0.02,-0.02,36.25,3.0,
264,244,182,12,1.15,-0.45,9.39,-0.02,0.02,-0.02,36.25,3.0,
264,244,182,13,1.15,-0.44,9.35,-0.02,0.02,-0.02,36.25,3.0,
264,244,182,14,1.18,-0.44,9.32,-0.02,0.02,-0.02,36.25,3.0,
264,244,182,15,1.18,-0.39,9.34,-0.02,0.02,-0.02,36.25,3.0,
264,244,182,16,1.2,-0.44,9.21,-0.01,0.03,-0.02,36.2,3.0,
264,244,182,17,1.24,-0.47,9.35,-0.01,0.03,-0.02,36.2,3.0,
264,244,182,18,1.23,-0.47,9.39,-0.01,0.03,-0.02,36.2,3.0,
264,244,182,19,1.26,-0.4,9.2,-0.01,0.04,-0.02,36.2,3.0,
