,accounter,latitude,longitude,altitude,satelliteInView,timingForThisSet,LoopSpeed,UploadSpeed
350,42,0.0,0.0,0.0,0.0,0.0,922,105
351,42,0.0,0.0,0.0,0.0,0.0,922,105
352,43,0.0,0.0,0.0,0.0,0.0,821,380
353,43,0.0,0.0,0.0,0.0,0.0,1302,380
354,43,0.0,0.0,0.0,0.0,0.0,1302,380
355,43,0.0,0.0,0.0,0.0,0.0,1302,380
356,43,0.0,0.0,0.0,0.0,0.0,1302,380
357,43,0.0,0.0,0.0,0.0,0.0,518,380
358,43,0.0,0.0,0.0,0.0,0.0,518,380
359,43,0.0,0.0,0.0,0.0,0.0,417,380
360,43,0.0,0.0,0.0,0.0,0.0,417,380
361,43,0.0,0.0,0.0,0.0,0.0,922,380
362,43,0.0,0.0,0.0,0.0,0.0,922,380
363,43,0.0,0.0,0.0,0.0,0.0,517,380
364,43,0.0,0.0,0.0,0.0,0.0,517,380
365,43,0.0,0.0,0.0,0.0,0.0,517,380
366,43,0.0,0.0,0.0,0.0,0.0,820,380
367,43,0.0,0.0,0.0,0.0,0.0,820,380
368,43,0.0,0.0,0.0,0.0,0.0,820,380
369,43,0.0,0.0,0.0,0.0,0.0,923,380
370,43,0.0,0.0,0.0,0.0,0.0,923,380
371,43,0.0,0.0,0.0,0.0,0.0,923,380
372,43,0.0,0.0,0.0,0.0,0.0,923,380
373,43,0.0,0.0,0.0,0.0,0.0,923,380
374,43,0.0,0.0,0.0,0.0,0.0,113,380
375,43,0.0,0.0,0.0,0.0,0.0,113,380
376,43,0.0,0.0,0.0,0.0,0.0,113,380
377,44,0.0,0.0,0.0,0.0,0.0,1063,140
378,44,0.0,0.0,0.0,0.0,0.0,1063,140
379,44,0.0,0.0,0.0,0.0,0.0,618,140
380,44,0.0,0.0,0.0,0.0,0.0,618,140
381,44,0.0,0.0,0.0,0.0,0.0,821,140
382,44,0.0,0.0,0.0,0.0,0.0,821,140
383,44,0.0,0.0,0.0,0.0,0.0,719,140
384,44,0.0,0.0,0.0,0.0,0.0,719,140
385,44,0.0,0.0,0.0,0.0,0.0,820,140
386,44,0.0,0.0,0.0,0.0,0.0,820,140
387,44,0.0,0.0,0.0,0.0,0.0,820,140
388,44,0.0,0.0,0.0,0.0,0.0,820,140
389,44,0.0,0.0,0.0,0.0,0.0,922,140
390,44,0.0,0.0,0.0,0.0,0.0,922,140
391,44,0.0,0.0,0.0,0.0,0.0,821,140
392,44,0.0,0.0,0.0,0.0,0.0,821,140
393,44,0.0,0.0,0.0,0.0,0.0,821,140
394,44,0.0,0.0,0.0,0.0,0.0,922,140
395,44,0.0,0.0,0.0,0.0,0.0,922,140
396,44,0.0,0.0,0.0,0.0,0.0,619,140
397,44,0.0,0.0,0.0,0.0,0.0,619,140
398,44,0.0,0.0,0.0,0.0,0.0,921,140
399,44,0.0,0.0,0.0,0.0,0.0,921,140
400,44,0.0,0.0,0.0,0.0,0.0,921,140
401,44,0.0,0.0,0.0,0.0,0.0,821,140
402,45,0.0,0.0,0.0,0.0,0.0,1161,239
403,45,0.0,0.0,0.0,0.0,0.0,618,239
404,45,0.0,0.0,0.0,0.0,0.0,821,239
405,45,0.0,0.0,0.0,0.0,0.0,922,239
406,45,0.0,0.0,0.0,0.0,0.0,922,239
407,45,0.0,0.0,0.0,0.0,0.0,820,239
408,45,0.0,0.0,0.0,0.0,0.0,820,239
409,45,0.0,0.0,0.0,0.0,0.0,820,239
410,45,0.0,0.0,0.0,0.0,0.0,820,239
411,45,0.0,0.0,0.0,0.0,0.0,820,239
412,45,0.0,0.0,0.0,0.0,0.0,821,239
413,45,0.0,0.0,0.0,0.0,0.0,821,239
414,45,0.0,0.0,0.0,0.0,0.0,821,239
415,45,0.0,0.0,0.0,0.0,0.0,821,239
416,45,0.0,0.0,0.0,0.0,0.0,821,239
417,46,0.0,0.0,0.0,0.0,0.0,821,239
418,46,0.0,0.0,0.0,0.0,0.0,1102,180
419,46,0.0,0.0,0.0,0.0,0.0,1102,180
420,46,0.0,0.0,0.0,0.0,0.0,619,180
421,46,0.0,0.0,0.0,0.0,0.0,619,180
422,46,0.0,0.0,0.0,0.0,0.0,821,180
423,46,0.0,0.0,0.0,0.0,0.0,821,180
424,46,0.0,0.0,0.0,0.0,0.0,821,180
425,46,0.0,0.0,0.0,0.0,0.0,922,180
426,46,0.0,0.0,0.0,0.0,0.0,922,180
427,46,0.0,0.0,0.0,0.0,0.0,922,180
428,46,0.0,0.0,0.0,0.0,0.0,922,180
429,46,0.0,0.0,0.0,0.0,0.0,922,180
430,46,0.0,0.0,0.0,0.0,0.0,821,180
431,46,0.0,0.0,0.0,0.0,0.0,821,180
432,46,0.0,0.0,0.0,0.0,0.0,922,180
433,46,0.0,0.0,0.0,0.0,0.0,922,180
434,46,0.0,0.0,0.0,0.0,0.0,922,180
435,46,0.0,0.0,0.0,0.0,0.0,720,180
436,46,0.0,0.0,0.0,0.0,0.0,821,180
437,46,0.0,0.0,0.0,0.0,0.0,821,180
438,46,0.0,0.0,0.0,0.0,0.0,821,180
439,46,0.0,0.0,0.0,0.0,0.0,922,180
440,46,0.0,0.0,0.0,0.0,0.0,922,180
441,47,0.0,0.0,0.0,0.0,0.0,922,180
442,47,0.0,0.0,0.0,0.0,0.0,922,180
443,47,0.0,0.0,0.0,0.0,0.0,922,180
444,47,0.0,0.0,0.0,0.0,0.0,922,180
445,47,0.0,0.0,0.0,0.0,0.0,316,1460
446,47,0.0,0.0,0.0,0.0,0.0,923,1460
447,47,0.0,0.0,0.0,0.0,0.0,923,1460
448,47,0.0,0.0,0.0,0.0,0.0,923,1460
449,47,0.0,0.0,0.0,0.0,0.0,923,1460
450,47,0.0,0.0,0.0,0.0,0.0,923,1460
451,47,0.0,0.0,0.0,0.0,0.0,923,1460
452,47,0.0,0.0,0.0,0.0,0.0,923,1460
453,47,0.0,0.0,0.0,0.0,0.0,923,1460
454,47,0.0,0.0,0.0,0.0,0.0,821,1460
455,47,0.0,0.0,0.0,0.0,0.0,315,1460
456,47,0.0,0.0,0.0,0.0,0.0,923,1460
457,47,0.0,0.0,0.0,0.0,0.0,923,1460
458,47,0.0,0.0,0.0,0.0,0.0,923,1460
459,47,0.0,0.0,0.0,0.0,0.0,820,1460
460,47,0.0,0.0,0.0,0.0,0.0,820,1460
461,47,0.0,0.0,0.0,0.0,0.0,820,1460
462,47,0.0,0.0,0.0,0.0,0.0,922,1460
463,47,0.0,0.0,0.0,0.0,0.0,922,1460
464,47,0.0,0.0,0.0,0.0,0.0,922,1460
465,47,0.0,0.0,0.0,0.0,0.0,922,1460
466,48,0.0,0.0,0.0,0.0,0.0,1064,140
467,48,0.0,0.0,0.0,0.0,0.0,1064,140
468,48,0.0,0.0,0.0,0.0,0.0,1064,140
469,48,0.0,0.0,0.0,0.0,0.0,1064,140
470,48,0.0,0.0,0.0,0.0,0.0,1064,140
471,48,0.0,0.0,0.0,0.0,0.0,721,140
472,48,0.0,0.0,0.0,0.0,0.0,215,140
473,48,0.0,0.0,0.0,0.0,0.0,215,140
474,48,0.0,0.0,0.0,0.0,0.0,215,140
475,48,0.0,0.0,0.0,0.0,0.0,923,140
476,48,0.0,0.0,0.0,0.0,0.0,923,140
477,48,0.0,0.0,0.0,0.0,0.0,923,140
478,48,0.0,0.0,0.0,0.0,0.0,822,140
479,48,0.0,0.0,0.0,0.0,0.0,822,140
480,48,0.0,0.0,0.0,0.0,0.0,922,140
481,48,0.0,0.0,0.0,0.0,0.0,922,140
482,48,0.0,0.0,0.0,0.0,0.0,820,140
483,48,0.0,0.0,0.0,0.0,0.0,820,140
484,48,0.0,0.0,0.0,0.0,0.0,820,140
485,48,0.0,0.0,0.0,0.0,0.0,922,140
486,48,0.0,0.0,0.0,0.0,0.0,922,140
487,48,0.0,0.0,0.0,0.0,0.0,922,140
488,48,0.0,0.0,0.0,0.0,0.0,821,140
489,48,0.0,0.0,0.0,0.0,0.0,821,140
490,48,0.0,0.0,0.0,0.0,0.0,821,140
491,49,0.0,0.0,0.0,0.0,0.0,835,115
