,accounter,LoopSpeedArr,UploadSpeedArr,gps_info,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
129,451,210,150,{'Button': {'on': 'On'}},9,2.88,9.30,-2.74,-0.18,-0.99,0.10,30.69,3.00,
130,451,210,150,{'Button': {'on': 'On'}},10,2.78,9.39,-2.65,-0.17,-0.92,0.10,30.74,3.00,
131,451,210,150,{'Button': {'on': 'On'}},11,2.75,9.50,-2.77,-0.17,-0.84,0.10,30.74,3.00,
132,451,210,150,{'Button': {'on': 'On'}},12,2.68,9.53,-2.77,-0.16,-0.77,0.09,30.69,3.00,
133,451,210,150,{'Button': {'on': 'On'}},13,2.69,9.54,-2.65,-0.15,-0.70,0.08,30.69,3.00,
134,451,210,150,{'Button': {'on': 'On'}},14,2.53,9.62,-2.72,-0.13,-0.63,0.08,30.69,3.00,
135,451,210,150,{'Button': {'on': 'On'}},15,2.61,9.69,-2.75,-0.12,-0.57,0.07,30.74,3.00,
136,451,210,150,{'Button': {'on': 'On'}},16,2.45,9.70,-2.62,-0.11,-0.50,0.06,30.74,3.00,
137,451,210,150,{'Button': {'on': 'On'}},17,2.39,9.76,-2.67,-0.09,-0.45,0.04,30.79,3.00,
138,451,210,150,{'Button': {'on': 'On'}},18,2.51,9.67,-2.56,-0.07,-0.39,0.04,30.69,3.00,
139,451,210,150,{'Button': {'on': 'On'}},19,2.49,9.62,-2.63,-0.06,-0.34,0.02,30.65,2.00,
140,452,167,107,{'Button': {'on': 'On'}},0,-0.46,10.46,-3.40,0.34,2.14,0.87,30.69,3.00,
141,452,167,107,{'Button': {'on': 'On'}},1,-0.38,10.51,-3.33,0.36,2.14,0.89,30.74,3.00,
142,452,167,107,{'Button': {'on': 'On'}},2,-0.22,10.65,-3.17,0.38,2.12,0.91,30.74,3.00,
143,452,167,107,{'Button': {'on': 'On'}},3,-0.23,10.75,-3.12,0.39,2.11,0.92,30.79,3.00,
144,452,167,107,{'Button': {'on': 'On'}},4,-0.13,10.70,-2.91,0.42,2.08,0.93,30.69,3.00,
145,452,167,107,{'Button': {'on': 'On'}},5,-0.04,10.69,-2.82,0.44,2.05,0.93,30.74,3.00,
146,452,167,107,{'Button': {'on': 'On'}},6,0.07,10.66,-2.79,0.47,2.01,0.92,30.79,3.00,
147,452,167,107,{'Button': {'on': 'On'}},7,0.13,10.65,-2.60,0.50,1.97,0.92,30.69,3.00,
148,452,167,107,{'Button': {'on': 'On'}},8,0.20,10.56,-2.47,0.53,1.92,0.91,30.69,3.00,
149,452,167,107,{'Button': {'on': 'On'}},9,0.26,10.54,-2.42,0.56,1.87,0.90,30.84,3.00,
150,452,167,107,{'Button': {'on': 'On'}},10,0.45,10.47,-2.33,0.59,1.81,0.87,30.74,2.00,
151,452,167,107,{'Button': {'on': 'On'}},11,0.58,10.37,-2.26,0.63,1.77,0.85,30.69,2.00,
152,452,167,107,{'Button': {'on': 'On'}},12,0.69,10.33,-2.11,0.66,1.72,0.82,30.79,3.00,
153,452,167,107,{'Button': {'on': 'On'}},13,0.76,10.28,-2.27,0.70,1.69,0.79,30.65,3.00,
154,452,167,107,{'Button': {'on': 'On'}},14,0.91,10.15,-2.09,0.74,1.66,0.76,30.74,3.00,
155,452,167,107,{'Button': {'on': 'On'}},15,1.03,10.09,-2.09,0.77,1.64,0.72,30.74,3.00,
156,452,167,107,{'Button': {'on': 'On'}},16,1.18,9.93,-2.24,0.81,1.64,0.68,30.79,3.00,
157,452,167,107,{'Button': {'on': 'On'}},17,1.34,9.98,-2.33,0.83,1.64,0.64,30.69,3.00,
158,452,167,107,{'Button': {'on': 'On'}},18,1.68,9.80,-2.38,0.86,1.67,0.60,30.74,3.00,
159,452,167,107,{'Button': {'on': 'On'}},19,1.88,9.75,-2.49,0.88,1.71,0.54,30.74,3.00,
160,453,185,125,{'Button': {'on': 'On'}},0,-1.30,9.19,-0.51,-0.03,-0.42,-0.16,30.69,3.00,
161,453,185,125,{'Button': {'on': 'On'}},1,-1.29,9.28,-0.45,-0.02,-0.54,-0.13,30.65,3.00,
162,453,185,125,{'Button': {'on': 'On'}},2,-1.47,9.41,-0.26,-0.00,-0.67,-0.10,30.74,3.00,
163,453,185,125,{'Button': {'on': 'On'}},3,-1.59,9.50,-0.32,0.00,-0.79,-0.06,30.69,3.00,
164,453,185,125,{'Button': {'on': 'On'}},4,-1.74,9.64,-0.06,0.01,-0.93,-0.01,30.69,3.00,
165,453,185,125,{'Button': {'on': 'On'}},5,-1.89,9.77,-0.02,0.02,-1.06,0.03,30.65,3.00,
166,453,185,125,{'Button': {'on': 'On'}},6,-2.04,9.83,0.01,0.02,-1.21,0.10,30.74,3.00,
167,453,185,125,{'Button': {'on': 'On'}},7,-2.14,9.97,0.40,0.02,-1.37,0.16,30.69,3.00,
168,453,185,125,{'Button': {'on': 'On'}},8,-2.24,10.12,0.41,0.02,-1.53,0.23,30.69,2.00,
169,453,185,125,{'Button': {'on': 'On'}},9,-2.28,10.23,0.57,0.01,-1.71,0.29,30.74,2.00,
170,453,185,125,{'Button': {'on': 'On'}},10,-2.43,10.33,0.63,0.01,-1.89,0.36,30.79,3.00,
171,453,185,125,{'Button': {'on': 'On'}},11,-2.29,10.36,0.67,0.00,-2.10,0.44,30.79,3.00,
172,453,185,125,{'Button': {'on': 'On'}},12,-2.25,10.57,0.88,-0.00,-2.24,0.51,30.69,3.00,
173,453,185,125,{'Button': {'on': 'On'}},13,-2.21,10.69,0.95,-0.01,-2.45,0.58,30.79,3.00,
174,453,185,125,{'Button': {'on': 'On'}},14,-1.92,10.83,0.92,-0.01,-2.60,0.64,30.74,3.00,
175,453,185,125,{'Button': {'on': 'On'}},15,-1.77,10.99,0.96,-0.00,-2.74,0.70,30.74,3.00,
176,453,185,125,{'Button': {'on': 'On'}},16,-1.40,11.18,0.94,0.01,-2.86,0.74,30.65,3.00,
177,453,185,125,{'Button': {'on': 'On'}},17,-1.12,11.39,0.85,0.03,-2.94,0.78,30.60,3.00,
178,453,185,125,{'Button': {'on': 'On'}},18,-0.74,11.46,0.89,0.05,-3.02,0.80,30.79,3.00,
179,453,185,125,{'Button': {'on': 'On'}},19,-0.54,11.52,0.96,0.06,-3.07,0.83,30.65,3.00,
180,454,202,141,{'Button': {'on': 'On'}},0,0.51,10.89,-5.90,-0.88,-0.94,-0.48,30.69,3.00,
181,454,202,141,{'Button': {'on': 'On'}},1,0.49,10.76,-5.77,-0.94,-0.98,-0.49,30.69,3.00,
182,454,202,141,{'Button': {'on': 'On'}},2,0.54,10.56,-5.65,-1.01,-1.02,-0.51,30.69,3.00,
183,454,202,141,{'Button': {'on': 'On'}},3,0.45,10.45,-5.47,-1.08,-1.05,-0.52,30.69,3.00,
184,454,202,141,{'Button': {'on': 'On'}},4,0.45,10.26,-5.32,-1.13,-1.07,-0.52,30.74,3.00,
185,454,202,141,{'Button': {'on': 'On'}},5,0.49,10.02,-5.22,-1.19,-1.10,-0.52,30.65,3.00,
186,454,202,141,{'Button': {'on': 'On'}},6,0.38,9.87,-5.09,-1.23,-1.12,-0.53,30.69,3.00,
187,454,202,141,{'Button': {'on': 'On'}},7,0.36,9.77,-4.92,-1.27,-1.13,-0.52,30.69,3.00,
188,454,202,141,{'Button': {'on': 'On'}},8,0.27,9.59,-4.72,-1.31,-1.14,-0.51,30.69,3.00,
189,454,202,141,{'Button': {'on': 'On'}},9,0.26,9.38,-4.41,-1.34,-1.14,-0.51,30.74,3.00,
190,454,202,141,{'Button': {'on': 'On'}},10,0.18,9.23,-4.30,-1.37,-1.14,-0.50,30.74,3.00,
191,454,202,141,{'Button': {'on': 'On'}},11,0.15,9.14,-4.04,-1.38,-1.13,-0.48,30.79,3.00,
192,454,202,141,{'Button': {'on': 'On'}},12,0.12,9.02,-3.92,-1.40,-1.13,-0.47,30.69,3.00,
193,454,202,141,{'Button': {'on': 'On'}},13,0.03,8.87,-3.69,-1.40,-1.11,-0.44,30.65,2.00,
194,454,202,141,{'Button': {'on': 'On'}},14,0.01,8.84,-3.54,-1.41,-1.09,-0.42,30.74,2.00,
195,454,202,141,{'Button': {'on': 'On'}},15,0.05,8.76,-3.32,-1.40,-1.08,-0.40,30.79,3.00,
196,454,202,141,{'Button': {'on': 'On'}},16,-0.04,8.66,-3.24,-1.39,-1.06,-0.38,30.79,3.00,
197,454,202,141,{'Button': {'on': 'On'}},17,-0.08,8.65,-3.11,-1.38,-1.04,-0.36,30.79,3.00,
198,454,202,141,{'Button': {'on': 'On'}},18,-0.06,8.72,-2.95,-1.36,-1.01,-0.32,30.74,3.00,
199,454,202,141,{'Button': {'on': 'On'}},19,-0.19,8.62,-2.84,-1.33,-0.99,-0.30,30.74,3.00,
200,455,180,119,{'Button': {'on': 'On'}},0,2.64,9.75,-9.25,-0.37,4.16,-3.19,30.55,3.00,
201,455,180,119,{'Button': {'on': 'On'}},1,2.00,9.58,-8.85,-0.45,4.37,-3.11,30.69,3.00,
202,455,180,119,{'Button': {'on': 'On'}},2,1.70,9.24,-8.81,-0.50,4.37,-3.01,30.79,3.00,
203,455,180,119,{'Button': {'on': 'On'}},3,0.99,8.94,-8.43,-0.55,4.37,-2.88,30.74,3.00,
204,455,180,119,{'Button': {'on': 'On'}},4,0.61,8.79,-8.18,-0.58,4.37,-2.73,30.74,3.00,
205,455,180,119,{'Button': {'on': 'On'}},5,0.34,8.59,-8.05,-0.61,4.37,-2.55,30.65,3.00,
206,455,180,119,{'Button': {'on': 'On'}},6,-0.19,8.66,-7.58,-0.62,4.37,-2.34,30.79,3.00,
207,455,180,119,{'Button': {'on': 'On'}},7,-0.95,8.67,-6.83,-0.61,4.37,-2.06,30.79,3.00,
208,455,180,119,{'Button': {'on': 'On'}},8,-1.28,9.00,-6.56,-0.60,4.37,-1.75,30.74,3.00,
209,455,180,119,{'Button': {'on': 'On'}},9,-1.22,9.26,-5.82,-0.57,4.37,-1.41,30.74,3.00,
210,455,180,119,{'Button': {'on': 'On'}},10,-0.87,9.52,-5.52,-0.53,4.37,-1.06,30.69,3.00,
211,455,180,119,{'Button': {'on': 'On'}},11,-0.30,9.65,-4.41,-0.49,4.37,-0.75,30.60,3.00,
212,455,180,119,{'Button': {'on': 'On'}},12,0.20,9.79,-4.41,-0.44,4.37,-0.47,30.74,3.00,
213,455,180,119,{'Button': {'on': 'On'}},13,0.71,9.79,-4.04,-0.39,4.37,-0.23,30.69,2.00,
214,455,180,119,{'Button': {'on': 'On'}},14,1.59,9.73,-4.05,-0.36,4.37,-0.02,30.69,2.00,
215,455,180,119,{'Button': {'on': 'On'}},15,2.15,9.49,-3.65,-0.34,4.37,0.15,30.79,3.00,
216,455,180,119,{'Button': {'on': 'On'}},16,2.80,9.24,-3.89,-0.32,4.37,0.27,30.74,3.00,
217,455,180,119,{'Button': {'on': 'On'}},17,3.35,8.89,-3.73,-0.32,4.37,0.35,30.74,3.00,
218,455,180,119,{'Button': {'on': 'On'}},18,3.60,8.55,-3.88,-0.32,4.37,0.41,30.65,3.00,
219,455,180,119,{'Button': {'on': 'On'}},19,3.85,8.03,-3.62,-0.33,4.37,0.43,30.69,3.00,
220,456,163,102,{'Button': {'on': 'On'}},0,0.88,7.75,-3.56,0.32,4.37,-1.96,30.60,3.00,
221,456,163,102,{'Button': {'on': 'On'}},1,0.94,7.41,-3.28,0.35,4.37,-2.09,30.69,3.00,
222,456,163,102,{'Button': {'on': 'On'}},2,0.73,7.39,-3.06,0.39,4.37,-2.20,30.69,3.00,
223,456,163,102,{'Button': {'on': 'On'}},3,0.67,7.28,-3.34,0.42,4.37,-2.31,30.69,3.00,
224,456,163,102,{'Button': {'on': 'On'}},4,0.37,7.18,-2.79,0.46,4.37,-2.39,30.74,3.00,
225,456,163,102,{'Button': {'on': 'On'}},5,0.33,7.30,-3.39,0.49,4.37,-2.47,30.74,3.00,
226,456,163,102,{'Button': {'on': 'On'}},6,0.05,7.49,-3.50,0.52,4.37,-2.54,30.69,3.00,
