,accounter,LoopSpeedArr,UploadSpeedArr,gps_info,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
440,102,173,113,{'Button': {'on': 'On'}},0,1.55,9.75,-1.48,-0.80,-3.21,0.53,29.89,3.00,
441,102,173,113,{'Button': {'on': 'On'}},1,1.16,10.08,-1.30,-0.71,-3.39,0.45,29.94,3.00,
442,102,173,113,{'Button': {'on': 'On'}},2,0.99,10.13,-1.00,-0.62,-3.54,0.40,29.94,3.00,
443,102,173,113,{'Button': {'on': 'On'}},3,0.93,10.27,-1.54,-0.54,-3.66,0.33,29.89,3.00,
444,102,173,113,{'Button': {'on': 'On'}},4,0.78,10.33,-1.67,-0.46,-3.79,0.28,29.89,3.00,
445,102,173,113,{'Button': {'on': 'On'}},5,0.66,10.44,-1.69,-0.38,-3.89,0.24,29.94,3.00,
446,102,173,113,{'Button': {'on': 'On'}},6,0.42,10.56,-2.01,-0.31,-3.98,0.20,29.80,2.00,
447,102,173,113,{'Button': {'on': 'On'}},7,0.25,10.69,-2.15,-0.23,-4.05,0.18,29.89,3.00,
448,102,173,113,{'Button': {'on': 'On'}},8,-0.07,10.81,-2.52,-0.16,-4.09,0.17,29.85,3.00,
449,102,173,113,{'Button': {'on': 'On'}},9,-0.25,11.00,-3.00,-0.10,-4.10,0.17,30.04,3.00,
450,102,173,113,{'Button': {'on': 'On'}},10,-0.50,11.17,-3.63,-0.05,-4.09,0.19,29.94,3.00,
451,102,173,113,{'Button': {'on': 'On'}},11,-0.96,11.33,-4.27,-0.02,-4.00,0.24,29.99,3.00,
452,102,173,113,{'Button': {'on': 'On'}},12,-0.86,11.36,-4.30,0.00,-3.94,0.28,29.89,3.00,
453,102,173,113,{'Button': {'on': 'On'}},13,-1.11,11.35,-4.62,0.03,-3.85,0.34,29.94,3.00,
454,102,173,113,{'Button': {'on': 'On'}},14,-1.14,11.30,-4.74,0.05,-3.75,0.40,29.94,3.00,
455,102,173,113,{'Button': {'on': 'On'}},15,-1.34,11.29,-5.14,0.06,-3.63,0.47,29.99,3.00,
456,102,173,113,{'Button': {'on': 'On'}},16,-1.29,11.33,-5.21,0.06,-3.50,0.54,29.94,3.00,
457,102,173,113,{'Button': {'on': 'On'}},17,-1.89,11.68,-5.47,0.07,-3.34,0.64,29.85,3.00,
458,102,173,113,{'Button': {'on': 'On'}},18,-1.58,11.63,-5.54,0.07,-3.18,0.73,29.94,3.00,
459,102,173,113,{'Button': {'on': 'On'}},19,-1.91,11.68,-5.77,0.07,-3.01,0.84,29.85,3.00,
460,101,166,105,{'Button': {'on': 'On'}},0,-0.14,8.03,-4.89,0.29,0.01,1.30,29.94,3.00,
461,101,166,105,{'Button': {'on': 'On'}},1,-0.09,7.93,-4.63,0.23,-0.03,1.30,29.80,3.00,
462,101,166,105,{'Button': {'on': 'On'}},2,0.06,7.84,-4.34,0.18,-0.08,1.30,29.89,3.00,
463,101,166,105,{'Button': {'on': 'On'}},3,0.08,7.75,-4.19,0.14,-0.14,1.29,29.94,3.00,
464,101,166,105,{'Button': {'on': 'On'}},4,0.22,7.71,-4.03,0.10,-0.20,1.27,29.85,3.00,
465,101,166,105,{'Button': {'on': 'On'}},5,0.29,7.60,-3.82,0.07,-0.27,1.25,29.99,3.00,
466,101,166,105,{'Button': {'on': 'On'}},6,0.37,7.41,-3.59,0.04,-0.35,1.22,29.94,2.00,
467,101,166,105,{'Button': {'on': 'On'}},7,0.43,7.39,-3.32,0.02,-0.44,1.20,30.04,3.00,
468,101,166,105,{'Button': {'on': 'On'}},8,0.74,7.21,-3.10,-0.00,-0.53,1.16,29.89,3.00,
469,101,166,105,{'Button': {'on': 'On'}},9,0.75,7.15,-2.77,-0.02,-0.65,1.11,29.89,3.00,
470,101,166,105,{'Button': {'on': 'On'}},10,0.70,7.05,-2.62,-0.02,-0.75,1.07,29.85,3.00,
471,101,166,105,{'Button': {'on': 'On'}},11,0.70,7.00,-2.45,-0.01,-0.85,1.03,29.85,3.00,
472,101,166,105,{'Button': {'on': 'On'}},12,0.81,6.90,-2.15,-0.01,-0.98,0.98,29.85,3.00,
473,101,166,105,{'Button': {'on': 'On'}},13,0.67,6.81,-1.97,0.01,-1.09,0.94,29.89,3.00,
474,101,166,105,{'Button': {'on': 'On'}},14,0.92,6.68,-1.91,0.04,-1.20,0.89,29.80,3.00,
475,101,166,105,{'Button': {'on': 'On'}},15,0.87,6.62,-1.47,0.06,-1.32,0.84,29.94,3.00,
476,101,166,105,{'Button': {'on': 'On'}},16,0.96,6.47,-1.13,0.10,-1.44,0.79,29.94,3.00,
477,101,166,105,{'Button': {'on': 'On'}},17,0.89,6.36,-1.16,0.13,-1.55,0.74,29.89,3.00,
478,101,166,105,{'Button': {'on': 'On'}},18,0.92,6.18,-0.95,0.18,-1.67,0.68,29.89,3.00,
479,101,166,105,{'Button': {'on': 'On'}},19,0.96,6.02,-0.30,0.24,-1.78,0.63,29.85,3.00,
