,accounter,LoopSpeed,UploadSpeed,set_index,Ax,Ay,Az,gx,gy,gz,temp,timingForThisSet,timeDifference
395,5517,224,163,15,-0.19,-1.24,-3.17,-4.37,-2.25,3.47,34.13,3.0,
396,5517,224,163,16,-0.01,-1.09,-3.81,-4.37,-2.28,3.47,34.22,3.0,
397,5517,224,163,17,0.12,-0.87,-4.09,-4.37,-2.3,3.48,34.27,3.0,
398,5517,224,163,18,0.3,-0.47,-4.58,-4.37,-2.31,3.5,34.18,3.0,
399,5517,224,163,19,0.76,0.01,-5.44,-4.37,-2.3,3.53,34.22,3.0,
400,5518,203,141,0,0.03,-2.38,-3.66,4.37,-0.1,-0.94,34.27,3.0,
401,5518,203,141,1,0.3,-2.28,-3.98,4.37,-0.09,-0.86,34.22,3.0,
402,5518,203,141,2,0.58,-3.28,-3.08,4.37,-0.08,-0.85,34.22,3.0,
403,5518,203,141,3,0.1,-3.17,-2.35,4.37,-0.13,-0.86,34.27,3.0,
404,5518,203,141,4,0.03,-2.94,-2.6,4.37,-0.19,-0.84,34.22,2.0,
405,5518,203,141,5,0.11,-2.81,-3.2,4.37,-0.21,-0.82,34.22,3.0,
406,5518,203,141,6,0.24,-2.9,-3.43,4.37,-0.19,-0.8,34.22,3.0,
407,5518,203,141,7,0.3,-2.71,-3.39,4.37,-0.21,-0.78,34.18,3.0,
408,5518,203,141,8,0.17,-3.11,-3.22,4.37,-0.24,-0.77,34.18,3.0,
409,5518,203,141,9,0.31,-2.98,-3.14,4.37,-0.25,-0.77,34.22,3.0,
410,5518,203,141,10,0.3,-2.99,-3.18,4.37,-0.27,-0.75,34.32,3.0,
411,5518,203,141,11,0.47,-3.1,-3.66,4.37,-0.28,-0.75,34.27,3.0,
412,5518,203,141,12,0.57,-3.04,-4.13,4.37,-0.27,-0.74,34.22,3.0,
413,5518,203,141,13,0.54,-3.01,-4.02,4.37,-0.26,-0.74,34.22,3.0,
414,5518,203,141,14,0.66,-3.07,-4.03,4.37,-0.26,-0.74,34.27,3.0,
415,5518,203,141,15,0.66,-3.08,-4.26,4.37,-0.25,-0.75,34.27,3.0,
416,5518,203,141,16,0.61,-3.0,-4.21,4.37,-0.24,-0.75,34.22,3.0,
417,5518,203,141,17,0.73,-3.12,-4.27,4.37,-0.21,-0.76,34.22,3.0,
418,5518,203,141,18,0.77,-2.93,-4.23,4.37,-0.21,-0.76,34.18,2.0,
419,5518,203,141,19,1.11,-3.24,-4.59,4.37,-0.19,-0.78,34.22,2.0,
420,5519,196,135,0,18.39,-2.81,-15.08,4.37,-4.37,-2.61,34.22,3.0,
421,5519,196,135,1,16.91,-1.6,-16.5,4.37,-4.37,-2.72,34.18,3.0,
422,5519,196,135,2,15.77,-1.18,-15.53,4.37,-4.37,-2.81,34.18,3.0,
423,5519,196,135,3,14.54,-0.51,-14.51,4.37,-4.37,-2.86,34.13,3.0,
424,5519,196,135,4,14.05,-0.27,-14.93,4.37,-4.37,-2.91,34.22,3.0,
425,5519,196,135,5,11.96,1.17,-13.7,4.37,-4.37,-2.91,34.13,3.0,
426,5519,196,135,6,10.85,2.37,-14.43,4.37,-4.37,-2.83,34.27,3.0,
427,5519,196,135,7,10.78,2.84,-15.0,4.37,-4.37,-2.74,34.13,3.0,
428,5519,196,135,8,11.18,3.52,-15.6,4.37,-4.37,-2.65,34.22,3.0,
429,5519,196,135,9,11.26,4.1,-15.08,4.37,-4.37,-2.54,34.32,3.0,
430,5519,196,135,10,10.57,6.26,-16.03,4.37,-4.37,-2.4,34.18,3.0,
431,5519,196,135,11,12.32,8.44,-11.76,4.37,-4.37,-2.15,34.27,3.0,
432,5519,196,135,12,19.61,19.61,-9.23,1.16,0.48,-1.27,34.22,3.0,
433,5519,196,135,13,-19.61,19.61,19.61,-1.27,-4.37,-1.13,34.22,3.0,
434,5519,196,135,14,15.93,19.61,-19.13,-3.89,-3.35,0.54,34.18,3.0,
435,5519,196,135,15,2.54,19.61,-10.42,-4.37,-4.37,1.44,34.18,3.0,
436,5519,196,135,16,4.39,19.61,-11.36,-4.37,-3.91,1.99,34.13,2.0,
437,5519,196,135,17,11.03,19.61,-1.27,-4.37,-3.24,1.85,34.13,3.0,
438,5519,196,135,18,13.12,19.61,9.57,-4.37,-2.78,1.55,34.27,3.0,
439,5519,196,135,19,10.91,19.61,15.86,-4.37,-2.9,1.28,34.18,3.0,
